customer_city,payment_value
guaratinga,76.57
maranhaozinho,76.57
itaguara,76.47
aribice,76.15
sento se,76.08
gloria de dourados,76.0
sebastiao leal,75.89
nova boa vista,75.85
sete de setembro,75.73
pavao,75.63
juruti,75.53
jataizinho,75.44
guarapua,75.17
brasilandia,75.07
pedranopolis,74.41
tocos do moji,74.36
ponto dos volantes,74.3
jacuizinho,74.26
piacatu,74.13
corumbatai,74.13
girau do ponciano,74.05
lagoa dos patos,74.05
tamandare,73.84
varzea do poco,73.83
condeuba,73.83
sao joao do sobrado,73.56
oleo,73.34
cocos,73.27
alto sao joao,73.25
chorrocho,73.18
itaara,73.15
bocaiuva do sul,72.7
sao jose do xingu,72.52
bacaxa,72.51
dores de guanhaes,72.48
anhumas,72.42
mutum parana,72.27
capistrano,72.16
santa cecilia do pavao,72.14
piao,72.14
serra do salitre,72.05
tabuleiro do norte,71.88
jamaica,71.85
sarutaia,71.82
amargosa,71.81
pontao,71.79
santana do itarare,71.53
cajuri,71.53
barra do jacare,71.43
populina,71.3
porto murtinho,71.15
novo cabrais,71.15
campo do tenente,71.04
jaguaracu,71.04
palmares paulista,70.93
sao miguel do aleixo,70.86
santana de pirapama,70.74
presidente nereu,70.61
taiacu,70.51
itaicaba,70.03
juranda,69.94
pereiras,69.69
canaa,69.54
padre gonzales,69.54
balbinos,69.29
sao bentinho,69.15
pacotuba,69.14
monsenhor paulo,69.12
teixeira,69.05
gramado xavier,68.97
ceilandia,68.84
indiaroba,68.8
pratapolis,68.62
selbach,68.13
cerro grande,68.02
fenix,67.92
rio dos cedros,67.82
doce grande,67.72
tiradentes do sul,67.7
nova roma,67.59
calmon,67.5
ribeirao cascalheira,67.39
vitorino,67.23
araguaia,67.23
nova brescia,66.82
baixa grande,66.24
ribas do rio pardo,66.13
nova america,66.11
amparo da serra,66.06
ourem,66.05
quilometro 14 do mutum,66.01
ibiajara,65.8
mansidao,65.78999999999999
apora,65.7
lebon regis,65.67
terezinha,65.62
machadinho,65.6
varzedo,65.53
cupira,65.53
bandeirantes d'oeste,65.09
igarape-miri,65.03
patis,65.0
almirante tamandare do sul,65.0
pinto bandeira,65.0
pureza,65.0
sao benedito do sul,64.83
campo magro,64.76
marcos parente,64.5
unistalda,64.47
caparao,64.42
miradouro,64.42
palmeira d oeste,64.42
ulianopolis,64.4
arame,64.14
porto grande,64.14
elisiario,64.1
foz do jordao,64.1
baguari,64.1
vitoria das missoes,64.0
damianopolis,63.84
iomere,63.79
traipu,63.79
guaraquecaba,63.37
sao sebastiao da amoreira,63.23
pindoretama,63.18
sao rafael,62.28
santo amaro das brotas,62.28
dias d avila,61.79
ribeira do amparo,61.79
ubai,61.73
lagoa do mato,61.62
crominia,61.0
novo jardim,60.98
agrolandia,60.91
tuiuti,60.85
sao jorge do oeste,60.53
florania,60.34
segredo,60.14
nobres,59.91
peri mirim,59.83
ponte alta do norte,59.46
queiroz,58.9
mutunopolis,58.56
mampituba,58.55
desterro de entre rios,58.28
alegria,58.28
malhador,58.14
cedro do abaete,58.09
santo antonio do taua,57.74
corrego danta,57.62
florinia,57.61
barao,57.53
natercia,57.5
ibiracu,57.5
mauriti,57.28
capela do alto alegre,56.78
igapora,56.78
itaju do colonia,56.69
agisse,56.37
itatiba do sul,55.95
macieira,55.56
conceicao da ibitipoca,55.09
coimbra,55.01
inocencia,54.82
santana do sobrado,54.82
coreau,54.81
sao bras,54.74
combinado,54.63
ibicuitinga,54.62
jurema,54.34
virginia,54.13
acucena,54.11
caxingo,53.84
jussiape,53.79
sanga puita,53.69
jandaia,53.4
paraiso das aguas,53.34
jaguarembe,53.31
cacimbinhas,53.3
martinesia,53.23
joaima,53.0
gongogi,52.13
vermelho novo,52.1
igrapiuna,52.05
guabiju,51.83
sao joao do sabugi,51.74
antonio goncalves,51.69
alexandra,51.31
apiacas,51.12
divino das laranjeiras,51.1
boa esperanca do iguacu,51.0
acajutiba,50.95
simplicio mendes,50.75
morro agudo de goias,50.68
tome-acu,50.62
santa maria do salto,50.48
monte bonito,50.34
miravania,50.1
amapa do maranhao,50.05
vertentes,49.62
jamapara,49.6
picada cafe,49.6
arvoredo,49.4
santa cruz do timbo,49.31
coqueiros do sul,49.06
prudencio thomaz,49.04
jardim de piranhas,48.74
gabriel monteiro,48.72
cabaceiras do paraguacu,48.69
guia lopes da laguna,48.22
buriti alegre,48.22
bemposta,48.11
dona emma,47.81
paraiso do sul,47.29
rosario do ivai,47.23
guinda,47.11
vila bela da santissima trindade,46.78
barao de juparana,46.72
parisi,46.34
novo planalto,46.29
pirai do norte,46.28
boa vista do sul,46.22
corumbatai do sul,45.78
rio grande do piaui,45.7
pium,45.63
santa rita de jacutinga,45.09
centralina,45.09
corrego do ouro,45.01
sulina,45.0
marques de souza,45.0
santa luzia do norte,44.95
sao felix,44.69
senhora dos remedios,44.51
pescador,44.42
icaraima,43.95
vicosa do ceara,43.79
pires ferreira,43.79
angelo frechiani,43.6
flores de goias,43.22
minduri,43.18
medicilandia,43.14
sao joao de petropolis,43.09
turvelandia,42.4
silveira carvalho,42.27
porteiras,42.18
nova guarita,41.79
francisco santos,41.7
satiro dias,41.29
morro vermelho,40.99
fernao,40.85
missao velha,40.62
demerval lobao,40.38
ipecaeta,40.19
uniao do oeste,40.09
leoberto leal,40.09
monte santo,40.0
sobralia,40.0
boraceia,39.96
serio,39.69
tracuateua,39.61
santana do capivari,39.52
delfim moreira,39.37
sertao santana,39.13
sao sebastiao de campos,38.9
pedra menina,38.5
cambiasca,38.09
joaquim pires,37.81
vista alegre,37.1
pareci novo,37.1
vale do sol,37.09
duas barras,36.95
nova redencao,36.69
joao dourado,36.69
faxinalzinho,35.95
desterro do melo,35.86
cuite velho,35.09
presidente castello branco,35.0
pinhal da serra,35.0
nova independencia,34.86
brejolandia,34.78
jacuipe,34.78
nova luzitania,34.75
caxambu do sul,34.6
jardim abc de goias,34.09
balsa nova,33.97
uniao da serra,33.6
cabeceiras,33.13
montividiu do norte,33.09
uruana de minas,33.0
travesseiro,32.71
estevao de araujo,32.43
tupassi,32.38
agudo,32.1
presidente lucena,32.09
trombas,32.07
aparecida d'oeste,31.75
tuparece,31.73
cezarina,31.72
boa ventura,31.69
senador jose porfirio,31.63
leopolis,31.38
liberato salzano,31.22
vicente dutra,31.22
sao bento abade,31.1
crucilandia,30.47
estrela velha,30.0
palmital de minas,29.42
estiva,29.13
ponto do marambaia,28.8
reserva do iguacu,28.52
ibitiuva,27.69
ouro verde do oeste,27.38
nova resende,26.09
planaltina do parana,25.85
bom jardim de goias,25.1
erico cardoso,24.88
santo antonio do rio abaixo,24.23
tamboara,24.09
jenipapo de minas,22.58
polo petroquimico de triunfo,20.7
sabaudia,20.42
